user_id,age,location,interest
2073,28,Rural,Cleaning
2074,56,Suburban,Community
2075,41,Urban,Recycling
2076,36,Rural,Community
2077,21,Suburban,Community
2078,43,Rural,Recycling
2079,55,Rural,Wildlife
2080,59,Rural,Wildlife
2081,49,Rural,Wildlife
2082,56,Rural,Education
2083,53,Rural,Wildlife
2084,57,Suburban,Recycling
2085,54,Rural,Education
2086,50,Urban,Wildlife
2087,53,Suburban,Education
2088,20,Urban,Recycling
2089,26,Rural,Wildlife
2090,25,Urban,Cleaning
2091,50,Rural,Recycling
2092,23,Rural,Community
2093,58,Suburban,Community
2094,56,Suburban,Recycling
2095,21,Rural,Community
2096,30,Suburban,Recycling
2097,19,Urban,Cleaning
2098,22,Suburban,Recycling
2099,44,Suburban,Wildlife
2100,49,Urban,Wildlife
2101,38,Suburban,Education
2102,25,Rural,Community
2103,55,Urban,Community
2104,25,Rural,Recycling
2105,20,Urban,Community
2106,20,Rural,Wildlife
2107,39,Rural,Cleaning
2108,23,Suburban,Recycling
2109,19,Rural,Community
2110,40,Suburban,Wildlife
2111,19,Urban,Education
2112,55,Rural,Community
2113,34,Rural,Cleaning
2114,52,Urban,Cleaning
2115,51,Urban,Community
2116,40,Rural,Community
2117,47,Urban,Wildlife
2118,25,Suburban,Community
2119,39,Urban,Education
2120,53,Urban,Wildlife
2121,22,Rural,Recycling
2122,30,Suburban,Education
2123,46,Urban,Wildlife
2124,48,Suburban,Wildlife
2125,33,Suburban,Cleaning
2126,59,Suburban,Wildlife
2127,47,Rural,Education
2128,33,Urban,Community
2129,29,Rural,Education
2130,34,Urban,Recycling
2131,33,Urban,Wildlife
2132,29,Rural,Wildlife
2133,25,Suburban,Wildlife
2134,37,Suburban,Wildlife
2135,20,Urban,Cleaning
2136,33,Rural,Cleaning
2137,47,Suburban,Community
2138,40,Suburban,Wildlife
2139,45,Urban,Recycling
2140,57,Urban,Community
2141,22,Rural,Wildlife
2142,37,Urban,Cleaning
2143,57,Suburban,Recycling
2144,18,Suburban,Community
2145,47,Suburban,Recycling
2146,38,Suburban,Wildlife
2147,37,Rural,Education
2148,23,Rural,Recycling
2149,39,Urban,Recycling
2150,35,Urban,Cleaning
2151,25,Urban,Wildlife
2152,56,Rural,Recycling
2153,49,Suburban,Wildlife
2154,50,Urban,Cleaning
2155,33,Suburban,Wildlife
2156,29,Urban,Cleaning
2157,55,Urban,Cleaning
2158,51,Urban,Community
2159,31,Urban,Wildlife
2160,53,Urban,Education
2161,50,Suburban,Community
2162,40,Urban,Cleaning
2163,19,Suburban,Education
2164,58,Rural,Recycling
2165,38,Urban,Recycling
2166,19,Suburban,Community
2167,44,Rural,Education
2168,26,Rural,Wildlife
2169,18,Rural,Education
2170,28,Suburban,Community
2171,20,Urban,Wildlife
2172,40,Urban,Wildlife
2173,43,Suburban,Recycling
2174,21,Urban,Education
2175,35,Suburban,Wildlife
2176,23,Urban,Community
2177,52,Rural,Recycling
2178,39,Urban,Wildlife
2179,32,Suburban,Education
2180,39,Suburban,Recycling
2181,54,Rural,Education
2182,59,Suburban,Education
2183,29,Urban,Education
2184,59,Urban,Recycling
2185,55,Rural,Wildlife
2186,35,Suburban,Cleaning
2187,52,Rural,Wildlife
2188,47,Urban,Recycling
2189,41,Rural,Cleaning
2190,59,Suburban,Cleaning
2191,47,Rural,Cleaning
2192,31,Suburban,Community
2193,23,Suburban,Recycling
2194,20,Urban,Community
2195,33,Urban,Cleaning
2196,24,Urban,Community
2197,31,Suburban,Community
2198,26,Rural,Recycling
2199,32,Suburban,Education
2200,38,Urban,Community
2201,52,Urban,Community
2202,19,Rural,Cleaning
2203,44,Urban,Cleaning
2204,19,Urban,Cleaning
2205,52,Urban,Wildlife
2206,35,Rural,Community
2207,31,Suburban,Cleaning
2208,37,Urban,Recycling
2209,35,Rural,Wildlife
2210,27,Urban,Education
2211,42,Rural,Community
2212,19,Urban,Community
2213,42,Rural,Recycling
2214,50,Urban,Education
2215,53,Suburban,Education
2216,48,Urban,Wildlife
2217,31,Rural,Community
2218,18,Urban,Cleaning
2219,33,Suburban,Recycling
2220,20,Urban,Recycling
2221,52,Rural,Recycling
2222,58,Rural,Recycling
2223,23,Suburban,Cleaning
2224,42,Rural,Cleaning
2225,30,Urban,Wildlife
2226,51,Urban,Community
2227,25,Urban,Cleaning
2228,38,Rural,Wildlife
2229,51,Urban,Education
2230,21,Urban,Community
2231,42,Urban,Cleaning
2232,32,Suburban,Education
2233,21,Rural,Wildlife
2234,29,Rural,Cleaning
2235,49,Rural,Cleaning
2236,49,Suburban,Education
2237,45,Rural,Cleaning
2238,30,Suburban,Recycling
2239,48,Suburban,Cleaning
2240,31,Rural,Community
2241,37,Urban,Education
2242,35,Urban,Community
2243,46,Rural,Wildlife
2244,23,Rural,Community
2245,49,Suburban,Recycling
2246,46,Rural,Recycling
2247,19,Suburban,Community
2248,40,Rural,Wildlife
2249,36,Urban,Cleaning
2250,48,Urban,Recycling
2251,22,Rural,Community
2252,36,Suburban,Community
2253,51,Urban,Community
2254,27,Suburban,Cleaning
2255,42,Rural,Education
2256,19,Rural,Wildlife
2257,28,Urban,Education
2258,48,Rural,Wildlife
2259,32,Urban,Wildlife
2260,26,Suburban,Community
2261,40,Urban,Recycling
2262,36,Urban,Community
2263,26,Suburban,Cleaning
2264,52,Urban,Wildlife
2265,38,Urban,Recycling
2266,26,Rural,Wildlife
2267,45,Suburban,Wildlife
2268,24,Urban,Community
2269,33,Suburban,Recycling
2270,33,Suburban,Recycling
2271,50,Urban,Wildlife
2272,21,Rural,Recycling
2273,21,Suburban,Recycling
2274,56,Urban,Community
2275,57,Suburban,Education
2276,34,Rural,Cleaning
2277,54,Rural,Education
2278,56,Rural,Recycling
2279,46,Urban,Wildlife
2280,53,Urban,Cleaning
2281,55,Rural,Cleaning
2282,56,Urban,Wildlife
2283,54,Rural,Cleaning
2284,52,Urban,Wildlife
2285,24,Rural,Cleaning
2286,44,Suburban,Education
2287,45,Rural,Cleaning
2288,39,Rural,Community
2289,31,Urban,Wildlife
2290,24,Urban,Cleaning
2291,54,Urban,Wildlife
2292,39,Urban,Community
2293,22,Urban,Cleaning
2294,19,Urban,Cleaning
2295,44,Suburban,Community
2296,38,Rural,Community
2297,55,Rural,Community
2298,32,Rural,Wildlife
2299,38,Suburban,Community
2300,27,Rural,Wildlife
2301,40,Suburban,Education
2302,56,Suburban,Cleaning
2303,22,Suburban,Cleaning
2304,18,Rural,Recycling
2305,30,Suburban,Education
2306,38,Rural,Community
2307,43,Rural,Community
2308,38,Urban,Education
2309,35,Urban,Community
2310,54,Suburban,Recycling
2311,49,Suburban,Wildlife
2312,53,Rural,Cleaning
2313,34,Suburban,Education
2314,52,Suburban,Cleaning
2315,28,Rural,Wildlife
2316,38,Suburban,Education
2317,43,Suburban,Wildlife
2318,21,Rural,Community
2319,51,Rural,Community
2320,35,Urban,Community
2321,57,Rural,Wildlife
2322,52,Urban,Wildlife
2323,58,Suburban,Wildlife
2324,46,Rural,Cleaning
2325,46,Rural,Wildlife
2326,55,Rural,Community
2327,59,Suburban,Recycling
2328,38,Urban,Wildlife
2329,59,Suburban,Recycling
2330,30,Suburban,Community
2331,58,Rural,Wildlife
2332,34,Urban,Cleaning
2333,26,Suburban,Cleaning
2334,58,Rural,Recycling
2335,18,Suburban,Cleaning
2336,19,Suburban,Cleaning
2337,46,Rural,Cleaning
2338,50,Rural,Community
2339,27,Urban,Cleaning
2340,57,Suburban,Education
2341,38,Rural,Wildlife
2342,45,Rural,Cleaning
2343,28,Urban,Cleaning
2344,51,Urban,Cleaning
2345,25,Rural,Education
2346,39,Urban,Cleaning
2347,25,Rural,Cleaning
2348,32,Suburban,Wildlife
2349,34,Urban,Education
2350,40,Suburban,Education
2351,41,Suburban,Cleaning
2352,36,Suburban,Education
2353,22,Rural,Recycling
2354,49,Suburban,Education
2355,18,Suburban,Education
2356,40,Suburban,Education
2357,54,Rural,Community
2358,25,Suburban,Community
2359,30,Suburban,Community
2360,25,Urban,Education
2361,40,Rural,Recycling
2362,18,Suburban,Education
2363,41,Urban,Cleaning
2364,52,Rural,Recycling
2365,41,Rural,Community
2366,34,Rural,Wildlife
2367,22,Rural,Recycling
2368,37,Rural,Community
2369,38,Rural,Recycling
2370,57,Suburban,Recycling
2371,48,Suburban,Education
2372,53,Suburban,Cleaning
2373,28,Suburban,Wildlife
2374,32,Urban,Community
2375,36,Suburban,Recycling
2376,24,Rural,Wildlife
2377,45,Suburban,Recycling
2378,22,Suburban,Cleaning
2379,22,Rural,Wildlife
2380,47,Suburban,Community
2381,49,Suburban,Recycling
2382,25,Suburban,Cleaning
2383,27,Urban,Wildlife
2384,55,Suburban,Recycling
2385,49,Rural,Recycling
2386,45,Rural,Community
2387,34,Suburban,Cleaning
2388,48,Suburban,Education
2389,25,Suburban,Recycling
2390,57,Rural,Wildlife
2391,42,Rural,Community
2392,26,Urban,Community
2393,19,Urban,Recycling
2394,32,Urban,Recycling
2395,20,Rural,Recycling
2396,53,Urban,Education
2397,21,Suburban,Recycling
2398,31,Suburban,Cleaning
2399,58,Rural,Wildlife
2400,58,Urban,Recycling
2401,42,Suburban,Education
2402,27,Rural,Wildlife
2403,38,Urban,Community
2404,53,Suburban,Recycling
2405,29,Urban,Wildlife
2406,44,Rural,Community
2407,57,Urban,Education
2408,19,Rural,Cleaning
2409,30,Urban,Recycling
2410,49,Suburban,Cleaning
2411,48,Rural,Education
2412,33,Rural,Wildlife
2413,49,Rural,Wildlife
2414,49,Urban,Education
2415,51,Urban,Education
2416,28,Suburban,Recycling
2417,27,Rural,Community
2418,32,Rural,Cleaning
2419,34,Urban,Cleaning
2420,57,Urban,Wildlife
2421,35,Suburban,Wildlife
2422,26,Suburban,Recycling
2423,42,Urban,Education
2424,57,Rural,Cleaning
2425,31,Suburban,Recycling
2426,42,Urban,Wildlife
2427,39,Urban,Wildlife
2428,47,Rural,Cleaning
2429,37,Urban,Wildlife
2430,38,Urban,Wildlife
2431,49,Suburban,Community
2432,38,Urban,Education
2433,52,Urban,Wildlife
2434,49,Suburban,Community
2435,47,Rural,Recycling
2436,56,Rural,Wildlife
2437,29,Suburban,Recycling
2438,58,Suburban,Wildlife
2439,35,Rural,Cleaning
2440,38,Rural,Community
2441,30,Rural,Community
2442,38,Rural,Cleaning
2443,25,Rural,Education
2444,57,Suburban,Community
2445,24,Urban,Recycling
2446,40,Rural,Community
2447,49,Rural,Education
2448,28,Urban,Recycling
2449,39,Urban,Recycling
2450,39,Urban,Cleaning
2451,42,Urban,Wildlife
2452,39,Urban,Cleaning
2453,45,Urban,Wildlife
2454,46,Suburban,Cleaning
2455,30,Urban,Wildlife
2456,35,Urban,Community
2457,19,Suburban,Recycling
2458,46,Urban,Wildlife
2459,38,Rural,Community
2460,32,Rural,Education
2461,44,Urban,Cleaning
2462,48,Suburban,Education
2463,32,Rural,Community
2464,40,Suburban,Education
2465,41,Rural,Education
2466,30,Urban,Community
2467,39,Suburban,Recycling
2468,54,Suburban,Wildlife
2469,50,Suburban,Cleaning
2470,20,Rural,Wildlife
2471,36,Rural,Cleaning
2472,40,Rural,Wildlife
2473,46,Urban,Education
2474,47,Rural,Recycling
2475,56,Urban,Education
2476,42,Suburban,Recycling
2477,54,Suburban,Community
2478,25,Urban,Cleaning
2479,59,Rural,Cleaning
2480,33,Urban,Community
2481,25,Suburban,Wildlife
2482,18,Suburban,Community
2483,22,Urban,Community
2484,20,Rural,Recycling
2485,18,Rural,Community
2486,21,Urban,Cleaning
2487,57,Urban,Education
2488,52,Rural,Recycling
2489,49,Suburban,Recycling
2490,59,Urban,Wildlife
2491,51,Rural,Education
2492,42,Rural,Recycling
2493,27,Suburban,Community
2494,38,Suburban,Recycling
2495,56,Suburban,Recycling
2496,44,Suburban,Recycling
2497,44,Suburban,Wildlife
2498,19,Urban,Recycling
2499,58,Rural,Recycling
2500,30,Urban,Wildlife
2501,26,Urban,Education
2502,53,Urban,Cleaning
2503,39,Urban,Wildlife
2504,59,Urban,Wildlife
2505,43,Suburban,Recycling
2506,29,Suburban,Recycling
2507,34,Rural,Cleaning
2508,31,Urban,Recycling
2509,31,Rural,Community
2510,51,Suburban,Recycling
2511,37,Suburban,Recycling
2512,28,Suburban,Community
2513,33,Urban,Cleaning
2514,48,Urban,Community
2515,23,Suburban,Wildlife
2516,36,Rural,Community
2517,54,Rural,Education
2518,21,Suburban,Wildlife
2519,21,Rural,Recycling
2520,37,Suburban,Wildlife
2521,27,Rural,Cleaning
2522,41,Suburban,Cleaning
2523,52,Rural,Community
2524,43,Urban,Wildlife
2525,54,Suburban,Recycling
2526,55,Suburban,Cleaning
2527,38,Rural,Recycling
2528,57,Suburban,Education
2529,56,Suburban,Cleaning
2530,38,Suburban,Community
2531,27,Urban,Education
2532,55,Urban,Wildlife
2533,21,Rural,Recycling
2534,37,Urban,Cleaning
2535,34,Rural,Education
2536,24,Urban,Education
2537,21,Rural,Cleaning
2538,46,Urban,Wildlife
2539,31,Urban,Wildlife
2540,20,Rural,Community
2541,41,Suburban,Wildlife
2542,54,Suburban,Community
2543,33,Urban,Education
2544,21,Rural,Cleaning
2545,41,Suburban,Wildlife
2546,51,Rural,Community
2547,47,Suburban,Education
2548,35,Rural,Wildlife
2549,36,Urban,Recycling
2550,48,Rural,Education
2551,36,Suburban,Wildlife
2552,36,Urban,Education
2553,39,Rural,Cleaning
2554,41,Suburban,Cleaning
2555,29,Urban,Cleaning
2556,47,Rural,Recycling
2557,55,Suburban,Cleaning
2558,48,Rural,Recycling
2559,53,Rural,Cleaning
2560,36,Urban,Education
2561,53,Urban,Wildlife
2562,47,Suburban,Wildlife
2563,50,Urban,Cleaning
2564,35,Suburban,Wildlife
2565,45,Rural,Cleaning
2566,28,Rural,Cleaning
2567,50,Suburban,Community
2568,34,Rural,Community
2569,23,Urban,Community
2570,21,Rural,Recycling
2571,37,Urban,Community
2572,44,Suburban,Cleaning
2573,32,Suburban,Education
2574,23,Rural,Community
2575,31,Rural,Community
2576,28,Urban,Education
2577,56,Urban,Cleaning
2578,26,Rural,Recycling
2579,43,Rural,Community
2580,33,Suburban,Education
2581,22,Suburban,Cleaning
2582,27,Suburban,Wildlife
2583,20,Rural,Recycling
2584,30,Rural,Education
2585,47,Rural,Education
2586,23,Suburban,Education
2587,34,Rural,Community
2588,36,Urban,Wildlife
2589,59,Rural,Recycling
2590,52,Rural,Cleaning
2591,43,Rural,Cleaning
2592,22,Rural,Wildlife
2593,46,Rural,Education
2594,54,Urban,Education
2595,37,Urban,Education
2596,38,Rural,Education
2597,27,Suburban,Education
2598,22,Rural,Wildlife
2599,53,Rural,Community
2600,23,Rural,Recycling
2601,43,Suburban,Education
2602,21,Suburban,Community
2603,56,Suburban,Cleaning
2604,56,Urban,Wildlife
2605,52,Suburban,Community
2606,18,Urban,Education
2607,41,Urban,Education
2608,53,Suburban,Education
2609,23,Suburban,Community
2610,58,Suburban,Education
2611,48,Urban,Community
2612,37,Rural,Education
2613,41,Suburban,Cleaning
2614,42,Suburban,Cleaning
2615,53,Suburban,Recycling
2616,38,Urban,Education
2617,47,Urban,Education
2618,41,Rural,Community
2619,59,Suburban,Community
2620,47,Urban,Education
2621,39,Rural,Recycling
2622,45,Suburban,Education
2623,24,Urban,Community
2624,52,Suburban,Education
2625,45,Suburban,Community
2626,31,Urban,Education
2627,27,Urban,Wildlife
2628,33,Urban,Community
2629,33,Suburban,Recycling
2630,48,Suburban,Wildlife
2631,59,Rural,Education
2632,42,Suburban,Community
2633,30,Urban,Wildlife
2634,23,Suburban,Recycling
2635,26,Rural,Community
2636,53,Rural,Wildlife
2637,37,Urban,Wildlife
2638,35,Urban,Wildlife
2639,38,Rural,Cleaning
2640,21,Rural,Education
2641,50,Rural,Community
2642,44,Urban,Community
2643,24,Rural,Community
2644,23,Rural,Wildlife
2645,32,Urban,Education
2646,35,Suburban,Recycling
2647,49,Suburban,Community
2648,28,Rural,Education
2649,37,Suburban,Education
2650,41,Suburban,Cleaning
2651,32,Suburban,Community
2652,24,Suburban,Wildlife
2653,38,Rural,Education
2654,59,Suburban,Education
2655,43,Suburban,Recycling
2656,31,Urban,Cleaning
2657,54,Rural,Education
2658,38,Urban,Education
2659,35,Urban,Wildlife
2660,22,Rural,Wildlife
2661,20,Suburban,Recycling
2662,40,Urban,Recycling
2663,43,Rural,Recycling
2664,54,Suburban,Wildlife
2665,41,Rural,Wildlife
2666,36,Urban,Cleaning
2667,42,Suburban,Community
2668,38,Suburban,Community
2669,29,Rural,Cleaning
2670,58,Suburban,Community
2671,50,Urban,Wildlife
2672,21,Urban,Community
2673,59,Urban,Wildlife
2674,24,Rural,Cleaning
2675,39,Suburban,Recycling
2676,50,Suburban,Cleaning
2677,34,Suburban,Community
2678,41,Urban,Wildlife
2679,51,Suburban,Community
2680,45,Urban,Community
2681,58,Suburban,Recycling
2682,56,Urban,Community
2683,39,Suburban,Recycling
2684,34,Rural,Wildlife
2685,51,Rural,Wildlife
2686,23,Urban,Recycling
2687,23,Urban,Cleaning
2688,51,Suburban,Wildlife
2689,18,Suburban,Cleaning
2690,27,Rural,Wildlife
2691,38,Suburban,Wildlife
2692,22,Urban,Education
2693,19,Urban,Community
2694,39,Urban,Community
2695,19,Urban,Cleaning
2696,27,Urban,Community
2697,51,Rural,Cleaning
2698,33,Rural,Wildlife
2699,56,Urban,Education
2700,39,Suburban,Education
2701,29,Urban,Wildlife
2702,41,Rural,Recycling
2703,57,Urban,Recycling
2704,55,Rural,Community
2705,27,Rural,Cleaning
2706,52,Urban,Education
2707,49,Urban,Community
2708,24,Suburban,Wildlife
2709,38,Rural,Education
2710,37,Suburban,Cleaning
2711,43,Urban,Cleaning
2712,21,Rural,Recycling
2713,39,Suburban,Community
2714,32,Suburban,Wildlife
2715,57,Suburban,Education
2716,38,Urban,Cleaning
2717,32,Urban,Education
2718,39,Urban,Wildlife
2719,45,Rural,Education
2720,31,Urban,Community
2721,44,Rural,Recycling
2722,58,Suburban,Education
2723,57,Suburban,Recycling
2724,45,Urban,Wildlife
2725,43,Suburban,Recycling
2726,19,Urban,Education
2727,42,Rural,Education
2728,20,Suburban,Cleaning
2729,25,Urban,Education
2730,50,Suburban,Recycling
2731,59,Suburban,Cleaning
2732,52,Urban,Education
2733,23,Suburban,Education
2734,56,Suburban,Wildlife
2735,40,Suburban,Cleaning
2736,42,Suburban,Wildlife
2737,36,Rural,Wildlife
2738,22,Suburban,Wildlife
2739,28,Suburban,Community
2740,29,Urban,Wildlife
2741,27,Rural,Recycling
2742,25,Urban,Education
2743,41,Urban,Community
2744,45,Urban,Wildlife
2745,58,Rural,Education
2746,53,Urban,Cleaning
2747,54,Urban,Cleaning
2748,38,Urban,Education
2749,25,Suburban,Recycling
2750,26,Urban,Education
2751,32,Rural,Education
2752,57,Rural,Community
2753,35,Suburban,Cleaning
2754,59,Rural,Cleaning
2755,37,Rural,Wildlife
2756,23,Suburban,Education
2757,29,Urban,Education
2758,19,Suburban,Recycling
2759,24,Urban,Cleaning
2760,33,Urban,Recycling
2761,20,Rural,Community
2762,20,Suburban,Wildlife
2763,44,Rural,Recycling
2764,57,Rural,Cleaning
2765,55,Urban,Community
2766,50,Rural,Education
2767,45,Suburban,Community
2768,18,Rural,Recycling
2769,25,Rural,Cleaning
2770,54,Urban,Recycling
2771,49,Suburban,Education
2772,54,Rural,Education
2773,21,Urban,Cleaning
2774,47,Rural,Wildlife
2775,23,Suburban,Community
2776,36,Rural,Community
2777,49,Rural,Education
2778,26,Urban,Recycling
2779,29,Rural,Recycling
2780,28,Urban,Wildlife
2781,33,Suburban,Recycling
2782,18,Rural,Community
2783,38,Suburban,Recycling
2784,47,Suburban,Wildlife
2785,30,Rural,Community
2786,51,Urban,Recycling
2787,21,Suburban,Community
2788,45,Suburban,Education
2789,55,Rural,Education
2790,48,Rural,Education
2791,44,Rural,Recycling
2792,22,Rural,Wildlife
2793,42,Rural,Community
2794,20,Rural,Cleaning
2795,50,Urban,Education
2796,21,Suburban,Education
2797,42,Urban,Cleaning
2798,37,Urban,Cleaning
2799,51,Rural,Recycling
2800,43,Suburban,Community
2801,22,Urban,Education
2802,52,Rural,Wildlife
2803,45,Rural,Recycling
2804,46,Suburban,Recycling
2805,26,Urban,Wildlife
2806,55,Urban,Wildlife
2807,23,Urban,Wildlife
2808,36,Rural,Cleaning
2809,28,Suburban,Education
2810,19,Suburban,Cleaning
2811,26,Urban,Education
2812,38,Rural,Cleaning
2813,41,Urban,Community
2814,51,Suburban,Education
2815,39,Rural,Recycling
2816,20,Urban,Education
2817,29,Urban,Education
2818,45,Rural,Education
2819,47,Suburban,Community
2820,43,Rural,Cleaning
2821,38,Urban,Recycling
2822,45,Urban,Cleaning
2823,43,Urban,Cleaning
2824,50,Urban,Wildlife
2825,38,Suburban,Community
2826,52,Suburban,Wildlife
2827,51,Urban,Community
2828,58,Suburban,Cleaning
2829,35,Suburban,Cleaning
2830,28,Suburban,Community
2831,40,Urban,Cleaning
2832,39,Rural,Cleaning
2833,34,Rural,Recycling
2834,22,Rural,Wildlife
2835,28,Urban,Wildlife
2836,47,Suburban,Wildlife
2837,32,Suburban,Education
2838,44,Urban,Recycling
2839,52,Urban,Wildlife
2840,50,Rural,Wildlife
2841,37,Rural,Recycling
2842,33,Urban,Cleaning
2843,51,Rural,Wildlife
2844,19,Suburban,Cleaning
2845,52,Urban,Wildlife
2846,57,Urban,Community
2847,45,Suburban,Education
2848,56,Suburban,Wildlife
2849,23,Suburban,Community
2850,26,Rural,Recycling
2851,37,Urban,Community
2852,18,Rural,Recycling
2853,25,Suburban,Wildlife
2854,40,Rural,Recycling
2855,20,Suburban,Community
2856,21,Rural,Education
2857,42,Rural,Cleaning
2858,55,Suburban,Cleaning
2859,32,Rural,Education
2860,38,Urban,Cleaning
2861,52,Rural,Wildlife
2862,31,Rural,Wildlife
2863,53,Urban,Community
2864,29,Suburban,Community
2865,34,Urban,Recycling
2866,56,Rural,Community
2867,26,Suburban,Wildlife
2868,52,Rural,Community
2869,30,Rural,Cleaning
2870,32,Urban,Recycling
2871,35,Urban,Recycling
2872,50,Suburban,Wildlife
2873,23,Suburban,Community
2874,44,Suburban,Cleaning
2875,40,Rural,Community
2876,44,Urban,Education
2877,51,Urban,Community
2878,55,Urban,Wildlife
2879,31,Suburban,Community
2880,53,Urban,Recycling
2881,25,Urban,Cleaning
2882,52,Urban,Wildlife
2883,36,Suburban,Education
2884,47,Urban,Cleaning
2885,31,Suburban,Cleaning
2886,37,Urban,Recycling
2887,42,Urban,Recycling
2888,57,Urban,Recycling
2889,41,Suburban,Wildlife
2890,31,Suburban,Community
2891,43,Urban,Cleaning
2892,55,Rural,Community
2893,40,Suburban,Community
2894,39,Suburban,Recycling
2895,36,Urban,Community
2896,20,Rural,Cleaning
2897,59,Urban,Cleaning
2898,36,Suburban,Education
2899,26,Suburban,Wildlife
2900,45,Urban,Community
2901,37,Urban,Wildlife
2902,24,Rural,Wildlife
2903,31,Rural,Wildlife
2904,26,Suburban,Wildlife
2905,36,Rural,Cleaning
2906,31,Rural,Community
2907,55,Suburban,Education
2908,53,Suburban,Wildlife
2909,57,Suburban,Education
2910,34,Suburban,Cleaning
2911,47,Urban,Cleaning
2912,26,Suburban,Recycling
2913,50,Suburban,Wildlife
2914,42,Suburban,Recycling
2915,31,Rural,Education
2916,28,Suburban,Community
2917,52,Urban,Recycling
2918,58,Urban,Cleaning
2919,31,Suburban,Wildlife
2920,47,Urban,Education
2921,58,Rural,Cleaning
2922,21,Suburban,Community
2923,21,Urban,Wildlife
2924,45,Urban,Community
2925,25,Suburban,Community
2926,19,Urban,Wildlife
2927,58,Suburban,Wildlife
2928,39,Urban,Community
2929,58,Rural,Education
2930,33,Urban,Wildlife
2931,46,Urban,Cleaning
2932,47,Suburban,Recycling
2933,29,Urban,Education
2934,52,Suburban,Wildlife
2935,28,Rural,Wildlife
2936,38,Suburban,Education
2937,38,Suburban,Recycling
2938,22,Urban,Community
2939,37,Rural,Cleaning
2940,54,Suburban,Wildlife
2941,20,Urban,Recycling
2942,50,Urban,Cleaning
2943,26,Suburban,Education
2944,26,Urban,Wildlife
2945,21,Suburban,Community
2946,52,Suburban,Education
2947,34,Suburban,Wildlife
2948,51,Rural,Recycling
2949,41,Suburban,Cleaning
2950,49,Urban,Cleaning
2951,18,Rural,Wildlife
2952,25,Urban,Education
2953,40,Rural,Community
2954,57,Rural,Recycling
2955,29,Rural,Wildlife
2956,29,Rural,Recycling
2957,32,Urban,Cleaning
2958,58,Suburban,Community
2959,36,Urban,Recycling
2960,43,Suburban,Wildlife
2961,46,Urban,Community
2962,39,Rural,Education
2963,57,Rural,Wildlife
2964,38,Suburban,Recycling
2965,55,Suburban,Community
2966,37,Urban,Wildlife
2967,46,Suburban,Community
2968,21,Urban,Community
2969,24,Suburban,Community
2970,45,Suburban,Recycling
2971,45,Suburban,Wildlife
2972,21,Rural,Cleaning
2973,39,Rural,Cleaning
2974,29,Urban,Recycling
2975,20,Suburban,Recycling
2976,39,Urban,Community
2977,19,Suburban,Wildlife
2978,41,Rural,Wildlife
2979,51,Rural,Education
2980,44,Suburban,Education
2981,58,Suburban,Cleaning
2982,18,Rural,Education
2983,25,Rural,Education
2984,40,Urban,Cleaning
2985,55,Rural,Cleaning
2986,23,Suburban,Education
2987,39,Urban,Wildlife
2988,42,Suburban,Education
2989,35,Urban,Community
2990,34,Suburban,Community
2991,29,Rural,Community
2992,23,Suburban,Recycling
2993,43,Urban,Community
2994,44,Suburban,Wildlife
2995,25,Urban,Recycling
2996,36,Suburban,Recycling
2997,59,Rural,Community
2998,18,Rural,Education
2999,46,Suburban,Cleaning
3000,52,Suburban,Education
3001,57,Suburban,Education
3002,31,Urban,Recycling
3003,52,Suburban,Recycling
3004,37,Suburban,Recycling
3005,30,Urban,Wildlife
3006,55,Rural,Wildlife
3007,25,Suburban,Cleaning
3008,37,Suburban,Recycling
3009,50,Rural,Community
3010,43,Rural,Recycling
3011,56,Urban,Wildlife
3012,38,Suburban,Recycling
3013,59,Suburban,Wildlife
3014,58,Urban,Recycling
3015,26,Rural,Community
3016,41,Urban,Cleaning
3017,54,Rural,Community
3018,58,Urban,Wildlife
3019,34,Rural,Education
3020,41,Urban,Community
3021,38,Rural,Recycling
3022,56,Rural,Cleaning
3023,58,Rural,Recycling
3024,56,Rural,Recycling
3025,30,Rural,Community
3026,28,Suburban,Cleaning
3027,36,Rural,Education
3028,28,Suburban,Recycling
3029,30,Rural,Cleaning
3030,18,Suburban,Education
3031,57,Suburban,Recycling
3032,36,Urban,Cleaning
3033,29,Rural,Community
3034,25,Urban,Recycling
3035,25,Urban,Recycling
3036,29,Rural,Cleaning
3037,50,Urban,Recycling
3038,43,Rural,Education
3039,56,Urban,Recycling
3040,45,Rural,Wildlife
3041,22,Rural,Education
3042,25,Rural,Cleaning
3043,42,Suburban,Education
3044,44,Urban,Wildlife
3045,40,Suburban,Wildlife
3046,47,Urban,Recycling
3047,40,Urban,Recycling
3048,37,Urban,Community
3049,35,Suburban,Education
3050,35,Urban,Community
3051,19,Suburban,Wildlife
3052,21,Rural,Recycling
3053,47,Urban,Recycling
3054,50,Urban,Recycling
3055,53,Rural,Cleaning
3056,35,Rural,Wildlife
3057,54,Urban,Recycling
3058,36,Rural,Wildlife
3059,45,Suburban,Recycling
3060,57,Suburban,Education
3061,37,Urban,Wildlife
3062,50,Suburban,Community
3063,29,Suburban,Cleaning
3064,32,Urban,Community
3065,58,Rural,Wildlife
3066,56,Urban,Recycling
3067,19,Suburban,Wildlife
3068,46,Urban,Cleaning
3069,58,Urban,Wildlife
3070,27,Suburban,Recycling
3071,19,Suburban,Community
3072,28,Urban,Education
3073,30,Suburban,Community
